chain_id,assigned_period,position,node_id,source_order_id,source_resource_id,source_period,material_role,weight,width,thickness,min_temperature,max_temperature,grade,partition_id,piece_index,virtual_prototype_id,virtual_purpose,virtual_accepted_sequence,related_partition_id
initial-000006,BR_00000001,18,0002002176-000210,0002002176-000210,0002002176-000210,BR_00000006,normal_real,15.0,1042.0,0.6,770.0,810.0,DC51D+Z,,,,,,
initial-000006,BR_00000001,19,0002002185-000150,0002002185-000150,0002002185-000150,BR_00000006,normal_real,16.0,990.0,0.6,770.0,810.0,DC51D+Z,,,,,,
initial-000006,BR_00000001,20,0002002195-000020,0002002195-000020,0002002195-000020,BR_00000006,normal_real,44.0,985.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000006,BR_00000001,21,0002002170-000280,0002002170-000280,0002002170-000280,BR_00000006,normal_real,19.0,971.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000006,BR_00000001,22,0002002195-000010,0002002195-000010,0002002195-000010,BR_00000006,normal_real,10.0,918.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000006,BR_00000001,23,0002002195-000210,0002002195-000210,0002002195-000210,BR_00000006,normal_real,8.86,830.0,0.6,770.0,810.0,DC51D+Z,,,,,,
initial-000006,BR_00000001,24,0002002009-000020,0002002009-000020,0002002009-000020,BR_00000001,normal_real,8.14,828.0,0.65,770.0,810.0,DC51D+Z,,,,,,
initial-000023,BR_00000001,0,0030125102-000010,0030125102-000010,0030125102-000010,BR_00000006,normal_real,72.0,1182.0,0.7,820.0,840.0,DC53D+Z,,,,,,
initial-000023,BR_00000001,1,0030118934-000050,0030118934-000050,0030118934-000050,BR_00000001,normal_real,15.37,1160.0,0.7,830.0,850.0,DX54D+Z,,,,,,
initial-000023,BR_00000001,2,0002002185-000060,0002002185-000060,0002002185-000060,BR_00000006,normal_real,23.0,1155.0,0.65,830.0,850.0,DC54D+Z,,,,,,
initial-000023,BR_00000001,3,0002002170-000180,0002002170-000180,0002002170-000180,BR_00000006,normal_real,46.0,1133.0,0.7,830.0,850.0,DC53D+Z,,,,,,
initial-000023,BR_00000001,4,0005000545-000020,0005000545-000020,0005000545-000020,BR_00000001,normal_real,9.59,1130.0,0.7,820.0,840.0,CR210BH,,,,,,
initial-000023,BR_00000001,5,0030119041-000020,0030119041-000020,0030119041-000020,BR_00000001,normal_real,16.85,1120.0,0.6,820.0,840.0,HC180BD+Z,,,,,,
initial-000023,BR_00000001,6,0030119959-000010,0030119959-000010,0030119959-000010,BR_00000001,normal_real,23.0,1120.0,0.65,830.0,850.0,DC54D+Z,,,,,,
initial-000023,BR_00000001,7,0030124772-000060,0030124772-000060,0030124772-000060,BR_00000006,normal_real,23.0,1120.0,0.65,830.0,850.0,DC54D+Z,,,,,,
initial-000023,BR_00000001,8,0030118934-000060,0030118934-000060,0030118934-000060,BR_00000001,normal_real,188.59,1120.0,0.7,830.0,850.0,DX54D+Z,,,,,,
initial-000023,BR_00000001,9,0002002180-000270,0002002180-000270,0002002180-000270,BR_00000006,normal_real,20.0,1100.0,0.65,830.0,850.0,DC53D+Z,,,,,,
initial-000023,BR_00000001,10,0002002170-000210,0002002170-000210,0002002170-000210,BR_00000006,normal_real,45.97,1095.0,0.7,830.0,850.0,DC53D+Z,,,,,,
initial-000023,BR_00000001,11,0030119032-000020,0030119032-000020,0030119032-000020,BR_00000001,normal_real,10.4,1080.0,0.75,820.0,840.0,DX53D+Z,,,,,,
initial-000023,BR_00000001,12,0030117933-000010,0030117933-000010,0030117933-000010,BR_00000001,normal_real,10.9,1075.0,0.7,700.0,840.0,DX51D+Z,,,,,,
initial-000023,BR_00000001,13,0030121690-000040,0030121690-000040,0030121690-000040,BR_00000002,normal_real,11.87,1070.0,0.67,820.0,840.0,HC220BD+Z,,,,,,
initial-000023,BR_00000001,14,0030122480-000080,0030122480-000080,0030122480-000080,BR_00000006,normal_real,69.0,1060.0,0.65,830.0,850.0,DX53D+Z,,,,,,
initial-000023,BR_00000001,15,0030120757-000020,0030120757-000020,0030120757-000020,BR_00000001,normal_real,17.37,1044.0,0.7,830.0,850.0,DC54D+Z,,,,,,
initial-000023,BR_00000001,16,0030122480-000110,0030122480-000110,0030122480-000110,BR_00000006,normal_real,110.0,1040.0,0.7,830.0,850.0,DX53D+Z,,,,,,
initial-000023,BR_00000001,17,0030118799-000010,0030118799-000010,0030118799-000010,BR_00000001,normal_real,7.55,1010.0,0.65,820.0,840.0,HC180BD+Z,,,,,,
initial-000023,BR_00000001,18,0030123256-000010,0030123256-000010,0030123256-000010,BR_00000006,normal_real,100.0,1010.0,0.65,820.0,840.0,HC180BD+Z,,,,,,
initial-000023,BR_00000001,19,0002002170-000170,0002002170-000170,0002002170-000170,BR_00000006,normal_real,100.0,1000.0,0.65,810.0,830.0,180YD+Z,,,,,,
initial-000023,BR_00000001,20,0005000563-000210,0005000563-000210,0005000563-000210,BR_00000006,normal_real,21.0,995.0,0.7,800.0,820.0,CR2,,,,,,
initial-000023,BR_00000001,21,0030123145-000010,0030123145-000010,0030123145-000010,BR_00000006,normal_real,51.02,975.0,0.65,810.0,830.0,HC180YD+Z,,,,,,
initial-000023,BR_00000001,22,0030123255-000030,0030123255-000030,0030123255-000030,BR_00000006,normal_real,36.0,935.0,0.65,820.0,840.0,DC56D+Z,,,,,,
initial-000023,BR_00000001,23,0030123256-000020,0030123256-000020,0030123256-000020,BR_00000006,normal_real,92.21,930.0,0.65,820.0,840.0,HC180BD+Z,,,,,,
initial-000023,BR_00000001,24,0002002162-000070,0002002162-000070,0002002162-000070,BR_00000006,normal_real,18.0,930.0,0.6,830.0,850.0,DC54D+Z,,,,,,
initial-000023,BR_00000001,25,0002002184-000190,0002002184-000190,0002002184-000190,BR_00000006,normal_real,64.0,840.0,0.6,830.0,850.0,DC56D+Z,,,,,,
initial-000005,BR_00000001,0,0030123142-000040,0030123142-000040,0030123142-000040,BR_00000006,normal_real,156.0,1360.0,0.65,830.0,850.0,SCG4+Z,,,,,,
initial-000005,BR_00000001,1,0030124871-000120,0030124871-000120,0030124871-000120,BR_00000006,normal_real,220.0,1360.0,0.6,820.0,840.0,DX53D+Z,,,,,,
initial-000005,BR_00000001,2,0030125150-000030,0030125150-000030,0030125150-000030,BR_00000006,normal_real,96.0,1360.0,0.7,810.0,830.0,HC180YD+Z,,,,,,
initial-000005,BR_00000001,3,0030124683-000040,0030124683-000040,0030124683-000040,BR_00000006,normal_real,192.0,1360.0,0.7,810.0,830.0,HC180YD+Z,,,,,,
initial-000005,BR_00000001,4,0030119860-000040,0030119860-000040,0030119860-000040,BR_00000001,normal_real,180.24,1360.0,0.7,810.0,830.0,HC180YD+Z,,,,,,
initial-000005,BR_00000001,5,0030125150-000010,0030125150-000010,0030125150-000010,BR_00000006,normal_real,24.0,1360.0,0.7,820.0,840.0,DC53D+Z,,,,,,
initial-000005,BR_00000001,6,0030124683-000010,0030124683-000010,0030124683-000010,BR_00000006,normal_real,96.0,1360.0,0.7,820.0,840.0,DC53D+Z,,,,,,
initial-000005,BR_00000001,7,0002002054-000260,0002002054-000260,0002002054-000260,BR_00000001,normal_real,293.39,1150.0,0.6,820.0,840.0,DX53D+Z-MD,,,,,,
initial-000005,BR_00000001,8,0002002170-000310,0002002170-000310,0002002170-000310,BR_00000006,normal_real,23.0,1120.0,0.6,810.0,830.0,180YD+Z,,,,,,
initial-000005,BR_00000001,9,0002002054-000310,0002002054-000310,0002002054-000310,BR_00000001,normal_real,11.7,1100.0,0.5,820.0,840.0,DX53D+Z-CD,,,,,,
initial-000005,BR_00000001,10,0030123142-000030,0030123142-000030,0030123142-000030,BR_00000006,normal_real,132.0,1090.0,0.55,830.0,850.0,SCG4+Z,,,,,,
initial-000005,BR_00000001,11,0030123425-000010,0030123425-000010,0030123425-000010,BR_00000006,normal_real,132.0,1090.0,0.55,830.0,850.0,SCG4+Z,,,,,,
initial-000005,BR_00000001,12,0030117284-000030,0030117284-000030,0030117284-000030,BR_00000001,normal_real,13.54,1090.0,0.55,830.0,850.0,SCG4+Z,,,,,,
initial-000005,BR_00000001,13,0030118093-000030,0030118093-000030,0030118093-000030,BR_00000001,normal_real,13.15,1050.0,0.5,820.0,840.0,DC53D+Z,,,,,,
initial-000005,BR_00000001,14,0030124826-000030,0030124826-000030,0030124826-000030,BR_00000006,normal_real,30.0,1050.0,0.6,820.0,840.0,DX53D+Z,,,,,,
initial-000005,BR_00000001,15,0002002170-000360,0002002170-000360,0002002170-000360,BR_00000006,normal_real,40.0,1030.0,0.6,830.0,850.0,DC54D+Z,,,,,,
initial-000005,BR_00000001,16,0030124437-000020,0030124437-000020,0030124437-000020,BR_00000006,normal_real,22.0,1003.0,0.8,830.0,850.0,DC54D+Z,,,,,,
initial-000005,BR_00000001,17,0030119215-000010,0030119215-000010,0030119215-000010,BR_00000001,normal_real,22.0,1001.0,0.6,820.0,840.0,DC53D+Z,,,,,,
initial-000005,BR_00000001,18,0010018206-000010,0010018206-000010,0010018206-000010,BR_00000001,actual_transition,31.76,1000.0,0.5,700.0,840.0,DC51D+Z,,,,,,
initial-000005,BR_00000001,19,0030122066-000020,0030122066-000020,0030122066-000020,BR_00000003,normal_real,24.0,1000.0,0.6,830.0,850.0,DC54D+Z,,,,,,
initial-000005,BR_00000001,20,0030122480-000100,0030122480-000100,0030122480-000100,BR_00000006,normal_real,154.0,995.0,0.7,830.0,850.0,DX53D+Z,,,,,,
initial-000005,BR_00000001,21,0005000563-000270,0005000563-000270,0005000563-000270,BR_00000006,normal_real,18.0,968.0,0.8,830.0,850.0,CR180BH,,,,,,
initial-000005,BR_00000001,22,0002002162-000080,0002002162-000080,0002002162-000080,BR_00000006,normal_real,18.0,950.0,0.8,830.0,850.0,DC56D+Z,,,,,,
initial-000005,BR_00000001,23,0030118632-000010,0030118632-000010,0030118632-000010,BR_00000001,normal_real,16.85,939.0,0.8,830.0,850.0,DC56D+Z,,,,,,
initial-000005,BR_00000001,24,0002002184-000020,0002002184-000020,0002002184-000020,BR_00000006,normal_real,16.0,883.0,0.65,830.0,850.0,DC53D+Z,,,,,,
initial-000005,BR_00000001,25,0030122080-000010,0030122080-000010,0030122080-000010,BR_00000003,normal_real,14.4,865.0,0.8,830.0,850.0,DX53D+Z,,,,,,
initial-000020,BR_00000001,0,0030124871-000080,0030124871-000080,0030124871-000080,BR_00000006,normal_real,60.0,1575.0,0.95,710.0,730.0,DX51D+Z,,,,,,
initial-000020,BR_00000001,1,0030124871-000140,0030124871-000140,0030124871-000140,BR_00000006,normal_real,30.0,1550.0,0.95,710.0,730.0,DX51D+Z,,,,,,
initial-000020,BR_00000001,2,0010019881-000030,0010019881-000030,0010019881-000030,BR_00000006,actual_transition,26.0,1500.0,0.95,700.0,840.0,DC51D+Z,,,,,,
initial-000020,BR_00000001,3,0002002195-000190,0002002195-000190,0002002195-000190,BR_00000006,normal_real,24.0,1500.0,1.0,830.0,850.0,DC54D+Z,,,,,,
initial-000020,BR_00000001,4,0010020206-000110,0010020206-000110,0010020206-000110,BR_00000006,actual_transition,117.45,1500.0,1.2,700.0,840.0,DC51D+Z,,,,,,
initial-000020,BR_00000001,5,0005000571-000040,0005000571-000040,0005000571-000040,BR_00000006,normal_real,10.0,1458.0,1.5,830.0,850.0,CR180BH,,,,,,
initial-000020,BR_00000001,6,0005000562-000050,0005000562-000050,0005000562-000050,BR_00000006,normal_real,23.0,1370.0,1.5,830.0,850.0,CR3,,,,,,
initial-000020,BR_00000001,7,0002002058-000020,0002002058-000020,0002002058-000020,BR_00000001,normal_real,18.91,1260.0,1.5,820.0,840.0,DX53D+Z-CD,,,,,,
initial-000020,BR_00000001,8,0030123653-000020,0030123653-000020,0030123653-000020,BR_00000006,normal_real,24.0,1250.0,1.2,700.0,840.0,DC51D+Z,,,,,,
initial-000020,BR_00000001,9,0002002054-000230,0002002054-000230,0002002054-000230,BR_00000001,normal_real,2.05,1236.0,1.0,820.0,840.0,DX53D+Z-CD,,,,,,
initial-000020,BR_00000001,10,0002002053-000150,0002002053-000150,0002002053-000150,BR_00000001,normal_real,18.76,1219.0,0.8,815.0,835.0,DX51D+Z-MD,,,,,,
initial-000020,BR_00000001,11,0002002055-000070,0002002055-000070,0002002055-000070,BR_00000001,normal_real,491.0,1191.0,0.6,820.0,840.0,DX53D+Z-MD,,,,,,
initial-000020,BR_00000001,12,0030123653-000030,0030123653-000030,0030123653-000030,BR_00000006,normal_real,48.0,1200.0,0.8,700.0,840.0,DC51D+Z,,,,,,
initial-000020,BR_00000001,13,0030125147-000010,0030125147-000010,0030125147-000010,BR_00000006,normal_real,24.0,1200.0,1.0,820.0,840.0,DC53D+Z,,,,,,
initial-000020,BR_00000001,14,0030120939-000080,0030120939-000080,0030120939-000080,BR_00000002,normal_real,46.0,1150.0,1.2,810.0,830.0,HC180YD+Z,,,,,,
initial-000020,BR_00000001,15,0030120939-000070,0030120939-000070,0030120939-000070,BR_00000002,normal_real,23.0,1100.0,1.2,810.0,830.0,HC180YD+Z,,,,,,
initial-000020,BR_00000001,16,0030120939-000060,0030120939-000060,0030120939-000060,BR_00000002,normal_real,23.45,1080.0,1.2,810.0,830.0,HC180YD+Z,,,,,,
initial-000020,BR_00000001,17,0030117285-000070,0030117285-000070,0030117285-000070,BR_00000001,normal_real,12.8,1060.0,1.0,800.0,820.0,SCG260Y+Z,,,,,,
initial-000020,BR_00000001,18,0002002021-000070,0002002021-000070,0002002021-000070,BR_00000001,normal_real,19.0,1044.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000020,BR_00000001,19,0002002184-000160,0002002184-000160,0002002184-000160,BR_00000006,normal_real,16.0,1036.0,1.2,770.0,810.0,DC51D+Z,,,,,,
initial-000020,BR_00000001,20,0030125207-000130,0030125207-000130,0030125207-000130,BR_00000006,normal_real,22.0,1011.0,1.2,800.0,820.0,HC260YD+Z,,,,,,
initial-000020,BR_00000001,21,0030122899-000020,0030122899-000020,0030122899-000020,BR_00000006,actual_transition,187.98,1000.0,1.0,700.0,840.0,DC51D+Z,,,,,,
initial-000020,BR_00000001,22,0030117110-000090,0030117110-000090,0030117110-000090,BR_00000001,normal_real,4.67,955.0,1.0,830.0,850.0,CR3,,,,,,
initial-000020,BR_00000001,23,0005000563-000170,0005000563-000170,0005000563-000170,BR_00000006,normal_real,48.0,900.0,1.2,830.0,850.0,CR180BH,,,,,,
initial-000019,BR_00000001,0,0030122647-000590,0030122647-000590,0030122647-000590,BR_00000006,normal_real,48.0,1500.0,2.49,820.0,840.0,DC53D+Z,,,,,,
initial-000019,BR_00000001,1,0030119938-000340,0030119938-000340,0030119938-000340,BR_00000001,normal_real,48.0,1500.0,2.49,820.0,840.0,DC53D+Z,,,,,,
initial-000019,BR_00000001,2,0030122647-000580,0030122647-000580,0030122647-000580,BR_00000006,normal_real,48.0,1363.0,2.49,820.0,840.0,DC53D+Z,,,,,,
initial-000019,BR_00000001,3,0030122647-000570,0030122647-000570,0030122647-000570,BR_00000006,normal_real,48.0,1300.0,2.49,820.0,840.0,DC53D+Z,,,,,,
initial-000019,BR_00000001,4,0030119938-000330,0030119938-000330,0030119938-000330,BR_00000001,normal_real,95.14,1300.0,2.49,820.0,840.0,DC53D+Z,,,,,,
initial-000019,BR_00000001,5,0030119938-000320,0030119938-000320,0030119938-000320,BR_00000001,normal_real,24.6,1250.0,2.49,820.0,840.0,DC53D+Z,,,,,,
initial-000019,BR_00000001,6,0030122647-000560,0030122647-000560,0030122647-000560,BR_00000006,normal_real,72.0,1250.0,2.49,820.0,840.0,DC53D+Z,,,,,,
initial-000019,BR_00000001,7,0002002074-000010,0002002074-000010,0002002074-000010,BR_00000006,normal_real,150.0,1200.0,2.0,820.0,840.0,DX53D+Z-MD,,,,,,
initial-000019,BR_00000001,8,virtual-000001,,,,virtual_sphc,20.0,1250.0,1.5,800.0,840.0,SPHC,,,virtual_sphc:1250x1.5,edge_bridge,1,
initial-000019,BR_00000001,9,virtual-000002,,,,virtual_sphc,20.0,1250.0,1.2,800.0,840.0,SPHC,,,virtual_sphc:1250x1.2,edge_bridge,2,
initial-000019,BR_00000001,10,0030123143-000070,0030123143-000070,0030123143-000070,BR_00000006,normal_real,88.0,1060.0,1.0,800.0,820.0,SCG260Y+Z,,,,,,
initial-000019,BR_00000001,11,0002002202-000200,0002002202-000200,0002002202-000200,BR_00000006,normal_real,19.0,1055.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000019,BR_00000001,12,0002002202-000180,0002002202-000180,0002002202-000180,BR_00000006,normal_real,19.0,1015.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000019,BR_00000001,13,0002002202-000100,0002002202-000100,0002002202-000100,BR_00000006,normal_real,19.0,1001.0,1.2,770.0,810.0,DC51D+Z,,,,,,
initial-000019,BR_00000001,14,0002002180-000170,0002002180-000170,0002002180-000170,BR_00000006,normal_real,20.0,930.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000019,BR_00000001,15,0002002170-000060,0002002170-000060,0002002170-000060,BR_00000006,normal_real,32.0,900.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000019,BR_00000001,16,0002002170-000120,0002002170-000120,0002002170-000120,BR_00000006,normal_real,23.0,836.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000031,BR_00000001,0,0030119183-000010,0030119183-000010,0030119183-000010,BR_00000001,normal_real,1.02,1233.0,2.45,760.0,780.0,HC340/590DPD+Z,,,,,,
initial-000031,BR_00000001,1,virtual-000003,,,,virtual_sphc,20.0,1250.0,2.5,760.0,840.0,SPHC,,,virtual_sphc:1250x2.5,edge_bridge,3,
initial-000031,BR_00000001,2,0030122647-000550,0030122647-000550,0030122647-000550,BR_00000006,normal_real,72.0,1200.0,2.49,820.0,840.0,DC53D+Z,,,,,,
initial-000031,BR_00000001,3,0030119938-000310,0030119938-000310,0030119938-000310,BR_00000001,normal_real,72.86,1200.0,2.49,820.0,840.0,DC53D+Z,,,,,,
initial-000031,BR_00000001,4,0030120757-000050,0030120757-000050,0030120757-000050,BR_00000001,normal_real,24.0,1164.0,2.0,830.0,850.0,DC54D+Z,,,,,,
initial-000031,BR_00000001,5,0005000575-000020,0005000575-000020,0005000575-000020,BR_00000006,normal_real,20.0,1105.0,1.5,830.0,850.0,CR3,,,,,,
initial-000031,BR_00000001,6,0002002053-000050,0002002053-000050,0002002053-000050,BR_00000001,normal_real,13.67,1100.0,1.2,820.0,840.0,DX53D+Z-MD,,,,,,
initial-000031,BR_00000001,7,0030120940-000120,0030120940-000120,0030120940-000120,BR_00000002,normal_real,20.15,1055.0,1.2,830.0,850.0,DC56D+Z,,,,,,
initial-000031,BR_00000001,8,0030125147-000030,0030125147-000030,0030125147-000030,BR_00000006,normal_real,110.0,1000.0,1.0,830.0,850.0,DC54D+Z,,,,,,
initial-000031,BR_00000001,9,0030122898-000020,0030122898-000020,0030122898-000020,BR_00000006,actual_transition,19.26,1000.0,1.2,700.0,840.0,DC51D+Z,,,,,,
initial-000031,BR_00000001,10,0005000546-000010,0005000546-000010,0005000546-000010,BR_00000001,normal_real,7.0,1015.0,1.4,830.0,850.0,CR3,,,,,,
initial-000031,BR_00000001,11,0030122488-000010,0030122488-000010,0030122488-000010,BR_00000006,normal_real,110.0,1000.0,1.25,820.0,840.0,DC53D+Z,,,,,,
initial-000031,BR_00000001,12,0005000563-000220,0005000563-000220,0005000563-000220,BR_00000006,normal_real,18.22,928.0,1.2,820.0,840.0,CR210BH,,,,,,
initial-000031,BR_00000001,13,0030122760-000020,0030122760-000020,0030122760-000020,BR_00000006,normal_real,18.35,914.0,1.5,830.0,850.0,CR180BH,,,,,,
initial-000031,BR_00000001,14,0030122480-000070,0030122480-000070,0030122480-000070,BR_00000006,normal_real,108.0,905.0,1.2,820.0,840.0,DX53D+Z,,,,,,
initial-000031,BR_00000001,15,0005000563-000240,0005000563-000240,0005000563-000240,BR_00000006,normal_real,16.0,900.0,1.2,830.0,850.0,CR3,,,,,,
initial-000031,BR_00000001,16,0002002184-000200,0002002184-000200,0002002184-000200,BR_00000006,normal_real,91.34,830.0,1.0,830.0,850.0,DC56D+Z,,,,,,
initial-000009,BR_00000001,0,0002002179-000010,0002002179-000010,0002002179-000010,BR_00000006,normal_real,41.0,1650.0,0.8,810.0,830.0,180YD+Z,,,,,,
initial-000009,BR_00000001,1,0030121690-000010,0030121690-000010,0030121690-000010,BR_00000002,normal_real,23.0,1580.0,0.8,820.0,840.0,HC180BD+Z,,,,,,
initial-000009,BR_00000001,2,0002002180-000140,0002002180-000140,0002002180-000140,BR_00000006,normal_real,20.0,1540.0,0.8,830.0,850.0,DC56D+Z,,,,,,
initial-000009,BR_00000001,3,0002002195-000200,0002002195-000200,0002002195-000200,BR_00000006,normal_real,24.0,1515.0,0.65,830.0,850.0,DC54D+Z,,,,,,
initial-000009,BR_00000001,4,0030123256-000040,0030123256-000040,0030123256-000040,BR_00000006,normal_real,69.0,1475.0,0.65,820.0,840.0,HC180BD+Z,,,,,,
initial-000009,BR_00000001,5,0002002170-000150,0002002170-000150,0002002170-000150,BR_00000006,normal_real,23.0,1433.0,0.65,810.0,830.0,180YD+Z,,,,,,
initial-000009,BR_00000001,6,0002002055-000030,0002002055-000030,0002002055-000030,BR_00000001,normal_real,66.82,1430.0,0.6,815.0,835.0,DX51D+Z-MD,,,,,,
initial-000009,BR_00000001,7,0002002054-000200,0002002054-000200,0002002054-000200,BR_00000001,normal_real,52.56,1385.0,0.8,815.0,835.0,DX51D+Z-MD,,,,,,
initial-000009,BR_00000001,8,0002002170-000410,0002002170-000410,0002002170-000410,BR_00000006,normal_real,23.0,1330.0,0.8,810.0,830.0,180YD+Z,,,,,,
initial-000009,BR_00000001,9,0030124683-000020,0030124683-000020,0030124683-000020,BR_00000006,normal_real,48.0,1305.0,0.7,820.0,840.0,DC53D+Z,,,,,,
initial-000009,BR_00000001,10,0030123654-000030,0030123654-000030,0030123654-000030,BR_00000006,normal_real,24.0,1304.0,0.7,830.0,850.0,DX53D+Z1,,,,,,
initial-000009,BR_00000001,11,0030124735-000120,0030124735-000120,0030124735-000120,BR_00000006,normal_real,24.0,1300.0,0.65,820.0,840.0,DX53D+Z,,,,,,
initial-000009,BR_00000001,12,0030122897-000070,0030122897-000070,0030122897-000070,BR_00000006,actual_transition,24.0,1250.0,0.75,700.0,840.0,DC51D+Z,,,,,,
initial-000009,BR_00000001,13,0030122897-000030,0030122897-000030,0030122897-000030,BR_00000006,actual_transition,24.0,1250.0,0.75,700.0,840.0,DC51D+Z,,,,,,
initial-000009,BR_00000001,14,0030124871-000070,0030124871-000070,0030124871-000070,BR_00000006,normal_real,230.0,1250.0,0.75,820.0,840.0,DX53D+Z,,,,,,
initial-000009,BR_00000001,15,0030123653-000050,0030123653-000050,0030123653-000050,BR_00000006,normal_real,120.0,1240.0,0.8,700.0,840.0,DC51D+Z,,,,,,
initial-000009,BR_00000001,16,0002002184-000080,0002002184-000080,0002002184-000080,BR_00000006,normal_real,23.0,1220.0,0.8,830.0,850.0,DC56D+Z,,,,,,
initial-000009,BR_00000001,17,0002002170-000420,0002002170-000420,0002002170-000420,BR_00000006,normal_real,23.0,1218.0,0.65,830.0,850.0,DC54D+Z,,,,,,
initial-000009,BR_00000001,18,0030124772-000020,0030124772-000020,0030124772-000020,BR_00000006,normal_real,24.0,1200.0,0.65,820.0,840.0,DC53D+Z,,,,,,
initial-000009,BR_00000001,19,0002002195-000080,0002002195-000080,0002002195-000080,BR_00000006,normal_real,190.0,1195.0,0.65,830.0,850.0,DC53D+Z,,,,,,
initial-000009,BR_00000001,20,0002002162-000100,0002002162-000100,0002002162-000100,BR_00000006,normal_real,24.0,1180.0,0.65,830.0,850.0,DC53D+Z,,,,,,
initial-000009,BR_00000001,21,0030117110-000010,0030117110-000010,0030117110-000010,BR_00000001,normal_real,13.2,1170.0,0.7,830.0,850.0,CR3,,,,,,
initial-000009,BR_00000001,22,0002002170-000200,0002002170-000200,0002002170-000200,BR_00000006,normal_real,126.53,1160.0,0.7,830.0,850.0,DC53D+Z,,,,,,
initial-000009,BR_00000001,23,0030120757-000040,0030120757-000040,0030120757-000040,BR_00000001,normal_real,25.98,1155.0,0.8,830.0,850.0,DC54D+Z,,,,,,
initial-000009,BR_00000001,24,virtual-000004,,,,virtual_sphc,20.0,1000.0,0.6,700.0,850.0,SPHC,,,virtual_sphc:1000x0.6,edge_bridge,4,
initial-000009,BR_00000001,25,virtual-000005,,,,virtual_sphc,20.0,1000.0,0.5,700.0,850.0,SPHC,,,virtual_sphc:1000x0.5,edge_bridge,5,
initial-000009,BR_00000001,26,0030120882-000010,0030120882-000010,0030120882-000010,BR_00000002,actual_transition,110.0,1000.0,0.45,700.0,840.0,DX51D+Z,,,,,,
initial-000009,BR_00000001,27,0010019618-000010,0010019618-000010,0010019618-000010,BR_00000006,actual_transition,198.0,1000.0,0.5,700.0,840.0,DC51D+Z,,,,,,
initial-000009,BR_00000001,28,0030124078-000010,0030124078-000010,0030124078-000010,BR_00000006,normal_real,44.0,1000.0,0.6,830.0,850.0,DC56D+Z,,,,,,
initial-000009,BR_00000001,29,0030122898-000010,0030122898-000010,0030122898-000010,BR_00000006,actual_transition,50.0,1000.0,0.8,700.0,840.0,DC51D+Z,,,,,,
initial-000009,BR_00000001,30,0030125207-000140,0030125207-000140,0030125207-000140,BR_00000006,normal_real,44.0,993.0,1.0,800.0,820.0,HC260YD+Z,,,,,,
initial-000009,BR_00000001,31,0002002170-000190,0002002170-000190,0002002170-000190,BR_00000006,normal_real,40.0,928.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000009,BR_00000001,32,0030124731-000020,0030124731-000020,0030124731-000020,BR_00000006,normal_real,54.0,920.0,0.9,770.0,810.0,DC51D+Z,,,,,,
initial-000009,BR_00000001,33,0002002202-000070,0002002202-000070,0002002202-000070,BR_00000006,normal_real,16.0,855.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000009,BR_00000001,34,virtual-000017,,,,virtual_sphc,20.0,1000.0,1.0,770.0,850.0,SPHC,,,virtual_sphc:1000x1,edge_bridge,17,
initial-000009,BR_00000001,35,0030125097-000010,0030125097-000010,0030125097-000010,BR_00000006,normal_real,7.65,870.0,1.2,830.0,850.0,DC56D+Z,,,,,,
initial-000017,BR_00000002,0,0030124871-000060,0030124871-000060,0030124871-000060,BR_00000006,normal_real,300.0,1250.0,1.15,820.0,840.0,DX53D+Z,,,,,,
initial-000017,BR_00000002,1,0010020206-000090,0010020206-000090,0010020206-000090,BR_00000006,actual_transition,52.98,1250.0,1.2,700.0,840.0,DC51D+Z,,,,,,
initial-000017,BR_00000002,2,0002002202-000040,0002002202-000040,0002002202-000040,BR_00000006,normal_real,23.0,1227.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000017,BR_00000002,3,0002002202-000080,0002002202-000080,0002002202-000080,BR_00000006,normal_real,23.0,1203.0,1.0,770.0,810.0,DC51D+Z,,,,,,
initial-000017,BR_00000002,4,0030124800-000040,0030124800-000040,0030124800-000040,BR_00000006,normal_real,24.0,1164.0,0.8,770.0,810.0,DX52D+Z,,,,,,
initial-000017,BR_00000002,5,0030120939-000100,0030120939-000100,0030120939-000100,BR_00000002,normal_real,48.0,1160.0,0.7,780.0,800.0,HC220YD+Z,,,,,,
initial-000017,BR_00000002,6,0030124824-000050,0030124824-000050,0030124824-000050,BR_00000006,normal_real,23.11,1050.0,0.65,780.0,800.0,HC220YD+Z-GL,,,,,,
initial-000017,BR_00000002,7,0030125207-000030,0030125207-000030,0030125207-000030,BR_00000006,normal_real,22.0,1043.0,0.7,780.0,800.0,HC220YD+Z,,,,,,
